CustomerID,LastDate,Recency,Frequency,Monetary,Cluster
12406.0,2011-11-17,22,5,6390.359999999998,1
12407.0,2011-10-21,49,5,1708.1199999999997,1
12408.0,2011-11-07,32,8,4340.770000000002,1
12409.0,2011-09-22,78,7,23419.289999999997,1
12410.0,2011-02-04,308,3,1013.7099999999999,0
12411.0,2010-10-26,409,1,346.9,0
12412.0,2011-09-26,74,6,2596.930000000001,1
12413.0,2011-10-04,66,4,999.4499999999998,1
12414.0,2011-05-06,217,6,952.4100000000001,1
12415.0,2011-11-15,24,28,144458.36999999968,2
12416.0,2010-02-21,656,1,202.56,0
12417.0,2011-12-06,3,20,6816.909999999999,1
12418.0,2011-08-19,112,4,2021.2000000000003,1
12419.0,2010-11-19,385,2,503.01,0
12420.0,2011-10-07,63,1,600.3900000000001,1
12421.0,2011-11-24,15,6,1098.6,1
12422.0,2011-09-05,95,17,5231.7999999999965,1
12423.0,2011-12-09,0,10,2622.3899999999985,1
12424.0,2011-06-30,162,4,3340.03,1
12425.0,2011-09-22,78,2,1741.4099999999996,1
12426.0,2011-05-29,194,2,1345.2100000000005,1
12427.0,2011-11-18,21,3,1129.3,1
12428.0,2011-11-14,25,9,7956.460000000004,1
12429.0,2011-11-30,9,8,7485.909999999996,1
12430.0,2011-10-27,43,1,256.4,1
12431.0,2011-11-04,35,27,10857.969999999988,1
12432.0,2011-10-28,42,5,5059.3200000000015,1
12433.0,2011-12-09,0,10,20581.260000000013,1
12434.0,2011-09-16,84,3,1103.4299999999998,1
12435.0,2011-09-21,79,6,13925.930000000008,1
12436.0,2011-09-01,99,1,509.01000000000005,1
12437.0,2011-12-08,1,39,12683.400000000005,1
12438.0,2011-11-25,14,2,2906.8500000000004,1
12439.0,2010-01-26,682,2,1158.18,0
12440.0,2010-09-03,462,2,859.2000000000002,0
12441.0,2010-12-08,366,1,347.09999999999997,0
12442.0,2011-12-06,3,1,172.06,1
12443.0,2009-12-07,732,1,485.31000000000006,0
12444.0,2011-11-18,21,5,5005.46,1
12445.0,2011-11-17,22,2,434.97999999999996,1
12446.0,2011-10-13,57,1,1002.3099999999998,1
12447.0,2011-04-10,243,1,476.49,1
12448.0,2011-10-26,44,1,449.4500000000001,1
12449.0,2011-11-17,22,6,4835.889999999999,1
12450.0,2011-07-06,156,5,688.2,1
12451.0,2011-11-29,10,8,12669.87999999999,1
12452.0,2011-11-23,16,2,430.57000000000005,1
12453.0,2011-07-28,134,1,707.0899999999999,1
12454.0,2011-10-14,56,5,16679.78,1
12455.0,2011-09-27,73,10,5879.950000000002,1
12456.0,2011-10-26,44,3,3181.039999999998,1
12457.0,2011-10-04,66,8,2995.91,1
12458.0,2011-09-29,71,4,1777.4900000000002,1
12459.0,2010-04-13,605,1,454.3599999999999,0
12460.0,2010-09-09,456,1,326.65,0
12461.0,2011-09-06,94,2,826.8800000000001,1
12462.0,2011-11-21,18,2,1189.5900000000001,1
12463.0,2011-10-17,53,4,1344.7799999999997,1
12464.0,2011-11-29,10,8,1212.0499999999997,1
12465.0,2011-11-22,17,2,742.1900000000002,1
12466.0,2010-01-26,682,1,56.73,0
12467.0,2010-10-12,423,1,132.79999999999998,0
12468.0,2011-06-05,187,5,3670.7400000000007,1
12469.0,2010-07-05,522,2,3070.539999999998,0
12470.0,2010-01-19,689,1,211.95000000000002,0
12471.0,2011-12-07,2,79,39963.790000000045,1
12472.0,2011-11-07,32,19,17880.590000000026,1
12473.0,2011-11-10,29,5,3938.55,1
12474.0,2011-11-22,17,31,12424.449999999995,1
12475.0,2011-10-17,53,2,1149.64,1
12476.0,2011-11-24,15,23,14115.409999999982,1
12477.0,2011-11-17,22,9,20276.369999999995,1
12478.0,2011-12-06,3,1,680.9900000000002,1
12479.0,2011-11-28,11,1,527.2,1
12480.0,2011-11-11,28,7,5464.850000000001,1
12481.0,2011-11-17,22,15,12361.389999999989,1
12482.0,2010-05-12,576,29,23691.399999999983,0
12483.0,2011-11-22,17,19,5120.579999999999,1
12484.0,2011-11-07,32,12,6370.150000000001,1
12485.0,2010-06-28,529,1,708.0999999999999,0
12486.0,2010-10-04,431,1,1037.2800000000002,0
12487.0,2009-12-09,730,1,285.29999999999995,0
12488.0,2011-11-30,9,3,1298.6599999999999,1
12489.0,2011-01-07,336,1,334.92999999999995,0
12490.0,2011-12-04,5,21,9823.64000000001,1
12491.0,2011-11-01,38,1,460.4000000000001,1
12492.0,2011-10-07,63,3,715.2100000000002,1
12493.0,2011-06-27,165,2,433.74,1
12494.0,2011-11-24,15,9,1872.8700000000008,1
12495.0,2010-03-09,640,1,357.4,0
12496.0,2010-03-29,620,2,54.09,0
12497.0,2011-09-19,81,3,6248.499999999999,1
12498.0,2011-11-18,21,3,403.7,1
12499.0,2010-05-28,560,1,393.71999999999997,0
12500.0,2011-11-16,23,19,5955.210000000002,1
12501.0,2011-01-07,336,1,2169.3899999999994,0
12502.0,2011-09-05,95,5,3723.87,1
12503.0,2010-05-04,584,1,1126.0,0
12504.0,2011-11-21,18,4,779.0500000000002,1
12505.0,2010-10-27,408,1,955.2,0
12506.0,2011-04-21,232,1,73.50000000000003,1
12507.0,2011-07-28,134,4,1844.0600000000002,1
12508.0,2011-11-13,26,2,398.27000000000004,1
12509.0,2011-02-28,284,1,176.5,0
12510.0,2011-07-20,142,9,5178.019999999998,1
12511.0,2010-10-07,428,1,3084.0200000000004,0
12512.0,2011-10-04,66,2,138.03000000000006,1
12513.0,2011-08-19,112,1,612.2900000000001,1
12514.0,2011-03-17,267,2,1597.7600000000002,0
12515.0,2010-12-21,353,1,383.7,0
12516.0,2011-09-23,77,4,2648.62,1
12517.0,2011-11-11,28,5,2502.8399999999983,1
12518.0,2011-12-09,0,5,2056.8899999999994,1
12519.0,2011-10-07,63,2,726.5400000000002,1
12520.0,2011-09-21,79,5,2634.26,1
12521.0,2011-07-20,142,1,599.6800000000001,1
12522.0,2011-10-31,39,2,192.72000000000003,1
12523.0,2011-11-20,19,23,4372.149999999999,1
12524.0,2011-11-30,9,17,11126.109999999991,1
12525.0,2010-07-29,498,3,973.7299999999998,0
12526.0,2011-12-09,0,3,1316.6600000000005,1
12527.0,2011-09-19,81,5,735.5100000000001,1
12528.0,2011-11-30,9,6,1933.4800000000007,1
12529.0,2010-06-29,528,1,316.47999999999996,0
12530.0,2011-10-11,59,9,3759.2600000000007,1
12531.0,2011-11-25,14,2,1933.1999999999998,1
12532.0,2011-11-09,30,1,349.83,1
12533.0,2010-03-22,627,2,1367.8899999999996,0
12534.0,2011-08-01,130,1,1089.18,1
12535.0,2011-09-09,91,2,716.3500000000001,1
12536.0,2011-10-27,43,3,12601.830000000005,1
12537.0,2010-10-27,408,1,732.9399999999998,0
12538.0,2011-11-10,29,2,640.4499999999999,1
12539.0,2011-11-17,22,7,11214.750000000007,1
12540.0,2011-11-20,19,33,22254.49000000004,1
12541.0,2011-11-10,29,3,981.1800000000002,1
12542.0,2010-08-12,484,2,481.8799999999999,0
12543.0,2010-09-17,448,1,980.2500000000002,0
12544.0,2011-11-03,36,1,372.7,1
12545.0,2011-09-25,75,2,1000.3899999999999,1
12546.0,2011-10-24,46,2,1161.5,1
12547.0,2011-05-26,197,3,383.5799999999999,1
12548.0,2011-06-26,166,1,95.19999999999999,1
12549.0,2010-05-13,575,6,1575.6799999999998,0
12550.0,2011-09-21,79,1,964.8299999999994,1
12551.0,2010-12-17,357,1,168.0,0
12552.0,2011-11-01,38,2,437.81999999999994,1
12553.0,2011-12-01,8,12,4608.750000000004,1
12554.0,2010-09-17,448,1,468.49999999999994,0
12555.0,2010-01-26,682,1,129.23,0
12556.0,2011-10-20,50,2,603.7099999999997,1
12557.0,2011-11-23,16,8,18716.14,1
12558.0,2011-12-02,7,1,269.96000000000004,1
12559.0,2011-02-02,310,2,561.7099999999999,0
12560.0,2011-12-04,5,3,2134.01,1
12561.0,2011-02-10,302,1,238.85,0
12562.0,2011-12-01,8,9,4966.920000000003,1
12563.0,2010-10-27,408,1,249.24,0
12564.0,2011-03-23,261,1,456.9000000000001,0
12565.0,2011-02-24,288,1,145.92,0
12566.0,2011-09-14,86,1,351.65000000000003,1
12567.0,2011-11-17,22,15,13709.859999999991,1
12568.0,2010-03-05,644,1,70.0,0
12569.0,2011-12-07,2,32,4124.689999999999,1
12570.0,2010-01-26,682,1,77.52,0
12571.0,2011-10-31,39,2,519.6099999999999,1
12572.0,2011-12-01,8,2,1020.4200000000003,1
12573.0,2011-04-26,227,5,717.4100000000001,1
12574.0,2011-01-28,315,1,218.45000000000002,0
12575.0,2010-09-08,457,2,622.8199999999999,0
12576.0,2011-11-04,35,8,2142.7200000000003,1
12577.0,2011-11-04,35,8,1653.7500000000011,1
12578.0,2011-11-18,21,4,4642.45,1
12579.0,2011-09-22,78,1,440.41999999999996,1
12580.0,2011-04-07,246,2,1052.9,1
12581.0,2011-10-31,39,1,197.70999999999998,1
12582.0,2011-04-15,238,4,1980.4,1
12583.0,2011-12-07,2,27,14447.440000000004,1
12584.0,2011-12-06,3,9,2338.1499999999996,1
12585.0,2011-04-19,234,2,2040.099999999999,1
12586.0,2011-11-22,17,4,2062.670000000001,1
12587.0,2011-12-02,7,1,144.0,1
12588.0,2011-10-31,39,4,958.78,1
12589.0,2011-11-11,28,8,4695.66,1
12590.0,2011-05-12,211,2,9864.260000000004,1
12591.0,2011-01-26,317,3,1352.1500000000005,0
12592.0,2011-09-08,92,5,2582.6600000000003,1
12593.0,2011-08-23,108,3,418.09999999999997,1
12594.0,2011-11-02,37,15,5090.110000000005,1
12595.0,2010-07-23,504,1,299.02000000000004,0
12596.0,2011-10-19,51,2,618.27,1
12597.0,2011-11-20,19,4,3811.2200000000016,1
12598.0,2011-11-30,9,11,4534.089999999998,1
12599.0,2011-11-10,29,13,2296.7199999999993,1
12600.0,2011-11-11,28,21,5043.920000000003,1
12601.0,2011-06-03,189,6,681.26,1
12602.0,2011-10-12,58,1,153.12000000000003,1
12603.0,2011-11-18,21,1,739.1999999999999,1
12604.0,2011-09-21,79,2,254.17999999999995,1
12605.0,2010-11-28,376,4,1232.9499999999996,0
12606.0,2010-01-26,682,1,21.0,0
12607.0,2011-10-10,60,1,1579.51,1
12608.0,2010-10-31,404,1,415.78999999999996,0
12609.0,2011-09-22,78,9,3435.859999999999,1
12610.0,2011-11-17,22,5,2099.540000000001,1
12611.0,2011-10-18,52,1,1193.32,1
12612.0,2011-09-26,74,1,704.0400000000001,1
12613.0,2011-10-13,57,10,6835.070000000008,1
12614.0,2011-03-07,277,1,315.59999999999997,0
12615.0,2011-12-07,2,8,5740.9800000000005,1
12616.0,2011-09-05,95,3,1131.1,1
12617.0,2011-11-10,29,1,355.5300000000002,1
12618.0,2011-11-18,21,1,177.31,1
12619.0,2011-11-23,16,10,3781.3800000000006,1
12620.0,2011-11-25,14,3,1339.4099999999999,1
12621.0,2011-12-08,1,35,24775.81000000001,1
12622.0,2011-04-21,232,1,180.09999999999997,1
12623.0,2011-03-08,276,7,3747.84,0
12624.0,2011-08-25,106,2,641.1300000000001,1
12625.0,2011-05-12,211,4,5164.879999999999,1
12626.0,2011-11-16,23,9,6620.479999999998,1
12627.0,2011-11-29,10,7,4478.53,1
12628.0,2011-12-05,4,3,786.4599999999998,1
12629.0,2010-11-19,385,2,1558.2199999999998,0
12630.0,2011-11-30,9,2,1270.8799999999999,1
12631.0,2011-10-13,57,6,3481.5699999999997,1
12632.0,2010-07-07,520,2,804.8799999999999,0
12633.0,2011-10-12,58,7,5678.160000000003,1
12634.0,2010-06-22,535,2,490.0,0
12635.0,2011-09-11,89,4,2930.4100000000017,1
12636.0,2009-12-01,738,1,141.0,0
12637.0,2011-10-03,67,12,8340.310000000009,1
12638.0,2011-11-06,33,2,921.4900000000001,1
12639.0,2011-04-15,238,3,1312.37,1
12640.0,2011-11-16,23,3,1174.58,1
12641.0,2011-08-16,115,1,185.9,1
12642.0,2011-11-14,25,3,1013.26,1
12643.0,2011-08-03,128,12,8350.419999999998,1
12644.0,2011-08-02,129,4,1918.490000000001,1
12645.0,2011-11-06,33,8,3539.300000000002,1
12646.0,2011-12-05,4,2,1346.9700000000003,1
12647.0,2011-11-17,22,36,17924.350000000002,1
12648.0,2011-07-08,154,4,1112.0,1
12649.0,2011-08-24,107,8,2294.65,1
12650.0,2011-12-06,3,1,314.44,1
12651.0,2011-01-09,334,4,377.75,0
12652.0,2011-01-12,331,2,1017.03,0
12653.0,2011-07-14,148,3,4160.83,1
12654.0,2011-11-29,10,5,601.98,1
12655.0,2010-10-12,423,1,261.35,0
12656.0,2011-11-22,17,8,6407.830000000003,1
12657.0,2011-11-28,11,4,1643.18,1
12658.0,2011-11-21,18,1,686.0500000000001,1
12659.0,2011-11-10,29,1,91.68,1
12660.0,2011-11-28,11,1,245.10000000000002,1
12661.0,2010-09-29,436,1,162.00000000000003,0
12662.0,2011-12-09,0,20,6988.020000000009,1
12663.0,2010-03-25,624,2,239.4,0
12664.0,2011-12-01,8,11,6070.039999999999,1
12665.0,2011-01-19,324,3,313.6,0
12666.0,2010-11-10,394,1,1248.42,0
12667.0,2011-10-12,58,1,620.13,1
12668.0,2011-11-28,11,10,11444.679999999991,1
12669.0,2011-07-12,150,3,2744.0300000000007,1
12670.0,2011-11-29,10,7,3760.29,1
12671.0,2010-04-12,606,1,2622.481000000001,0
12672.0,2011-01-14,329,2,437.05,0
12673.0,2011-12-04,5,3,1230.0200000000002,1
12674.0,2011-11-01,38,4,1970.6000000000006,1
12675.0,2010-06-04,553,2,958.5000000000002,0
12676.0,2011-11-15,24,11,2843.09,1
12677.0,2010-06-02,555,2,395.1,0
12678.0,2011-10-28,42,21,34281.179999999986,1
12679.0,2011-10-12,58,4,1113.0200000000002,1
12680.0,2011-12-09,0,4,880.81,1
12681.0,2011-11-25,14,45,30868.280000000002,1
12682.0,2011-12-06,3,52,24033.90999999997,1
12683.0,2011-12-05,4,21,12696.779999999995,1
12684.0,2011-12-02,7,7,2283.6299999999997,1
12685.0,2011-11-11,28,6,2863.0800000000004,1
12686.0,2010-12-03,371,1,178.28,0
12687.0,2010-08-16,480,2,2138.9100000000003,0
12688.0,2011-08-18,113,1,4873.810000000005,1
12689.0,2011-11-14,25,2,1247.61,1
12690.0,2011-05-18,205,1,389.00999999999993,1
12691.0,2011-11-11,28,7,1170.4,1
12692.0,2010-03-12,637,1,110.95,0
12693.0,2011-08-04,127,7,1703.02,1
12694.0,2011-09-30,70,3,1843.3500000000013,1
12695.0,2011-12-02,7,7,1407.12,1
12696.0,2010-10-01,434,2,851.9100000000001,0
12697.0,2011-11-11,28,3,957.5899999999999,1
12698.0,2010-04-28,590,1,339.75000000000006,0
12699.0,2010-10-18,417,1,638.1100000000001,0
12700.0,2011-12-02,7,4,4939.990000000006,1
12701.0,2011-09-21,79,6,2446.4100000000003,1
12702.0,2011-11-20,19,1,219.0,1
12703.0,2011-09-29,71,4,1006.5299999999999,1
12704.0,2011-12-02,7,8,2340.84,1
12705.0,2011-11-24,15,14,11762.099999999982,1
12707.0,2011-02-21,291,1,603.42,0
12708.0,2011-11-10,29,18,5314.099999999998,1
12709.0,2011-11-24,15,34,31093.340000000033,1
12710.0,2011-09-04,96,3,1149.0200000000007,1
12711.0,2010-04-07,611,2,1339.0499999999993,0
12712.0,2011-11-11,28,21,7193.659999999997,1
12713.0,2011-12-09,0,1,848.5499999999998,1
12714.0,2011-11-30,9,12,14093.710000000014,1
12715.0,2011-08-25,106,1,353.85999999999996,1
12716.0,2011-12-06,3,2,1053.4899999999996,1
12717.0,2011-07-11,151,3,1308.9100000000003,1
12718.0,2011-09-29,71,1,238.25000000000003,1
12719.0,2011-12-04,5,2,644.9499999999999,1
12720.0,2011-12-07,2,30,8260.669999999995,1
12721.0,2011-11-08,31,8,4013.08,1
12722.0,2011-09-15,85,4,997.6299999999999,1
12723.0,2011-12-06,3,5,725.0699999999998,1
12724.0,2011-12-04,5,7,2317.5200000000004,1
12725.0,2010-12-03,371,4,2694.56,0
12726.0,2011-11-11,28,11,4014.5999999999985,1
12727.0,2011-11-29,10,10,5679.53,1
12728.0,2011-09-29,71,5,1070.1699999999998,1
12729.0,2011-08-18,113,1,453.0100000000001,1
12730.0,2010-07-06,521,1,829.2500000000001,0
12731.0,2011-11-16,23,17,25775.71000000004,1
12732.0,2011-06-13,179,1,236.2600000000001,1
12733.0,2011-04-19,234,4,2424.87,1
12734.0,2010-12-22,352,3,639.6499999999999,0
12735.0,2011-01-28,315,2,779.5699999999998,0
12736.0,2011-01-11,332,1,234.00000000000003,0
12737.0,2010-07-29,498,2,3710.5,0
12738.0,2010-12-02,372,1,310.69999999999993,0
12739.0,2011-09-22,78,4,2726.7300000000005,1
12740.0,2011-10-07,63,1,427.5999999999999,1
12741.0,2010-06-28,529,2,406.07000000000005,0
12742.0,2010-03-24,625,1,1201.52,0
12743.0,2011-07-28,134,2,546.4299999999997,1
12744.0,2011-10-19,51,11,25317.059999999976,1
12745.0,2010-08-10,486,3,925.4100000000002,0
12746.0,2010-06-17,540,1,254.54999999999998,0
12747.0,2011-12-07,2,26,9276.540000000006,1
12748.0,2011-12-09,0,336,56599.38999999967,2
12749.0,2011-12-06,3,9,6897.3600000000015,1
12750.0,2011-08-03,128,1,275.88,1
12751.0,2010-09-21,444,1,268.27,0
12752.0,2011-09-19,81,1,4366.779999999999,1
12753.0,2011-11-17,22,6,21429.39,1
12754.0,2011-04-18,235,3,3010.74,1
12755.0,2011-03-04,280,11,9030.66,1
12756.0,2011-09-14,86,1,112.08000000000001,1
12757.0,2011-11-24,15,13,7857.099999999999,1
12758.0,2011-08-15,116,7,9903.239999999998,1
12759.0,2011-10-18,52,8,5020.739999999994,1
12760.0,2010-09-10,455,1,347.8,0
12761.0,2010-09-08,457,2,782.95,0
12762.0,2011-12-02,7,2,1898.5200000000004,1
12763.0,2011-07-24,138,2,814.1600000000001,1
12764.0,2011-01-27,316,1,1693.8800000000003,0
12765.0,2010-08-24,472,6,1404.58,0
12766.0,2011-12-06,3,9,10068.279999999993,1
12767.0,2010-11-29,375,1,949.8199999999999,0
12768.0,2010-09-15,450,1,168.69000000000003,0
12769.0,2011-04-15,238,1,1143.6000000000001,1
12770.0,2011-05-13,210,2,3246.45,1
12771.0,2010-08-11,485,1,282.3,0
12772.0,2011-10-11,59,1,892.4700000000004,1
12773.0,2010-05-24,564,1,124.25,0
12774.0,2010-06-22,535,1,98.7,0
12775.0,2011-11-22,17,7,1686.1200000000006,1
12776.0,2010-02-10,667,1,55.5,0
12777.0,2010-09-08,457,1,519.4499999999999,0
12778.0,2011-11-20,19,9,1775.6800000000012,1
12779.0,2011-11-02,37,14,6722.269999999997,1
12780.0,2010-04-20,598,1,337.39999999999986,0
12781.0,2011-10-07,63,2,826.7400000000001,1
12782.0,2011-12-05,4,11,4618.239999999998,1
12783.0,2011-12-07,2,6,2225.91,1
12784.0,2011-11-30,9,3,1804.750000000001,1
12785.0,2010-12-10,364,3,1100.3999999999999,0
12786.0,2010-04-09,609,1,728.4999999999999,0
12787.0,2011-11-30,9,4,862.18,1
12788.0,2010-09-02,463,4,444.90000000000003,0
12789.0,2011-10-05,65,3,273.34999999999997,1
12790.0,2011-05-31,192,2,591.85,1
12791.0,2010-12-01,373,6,1056.1100000000001,0
12792.0,2011-03-28,256,2,827.0099999999998,0
12793.0,2011-01-09,334,3,1017.3299999999999,0
12794.0,2011-10-17,53,2,860.4099999999999,1
12795.0,2011-11-21,18,1,430.4800000000001,1
12796.0,2010-03-21,628,1,381.0,0
12797.0,2010-12-09,365,2,806.1100000000001,0
12798.0,2011-11-29,10,4,8510.93,1
12799.0,2010-06-28,529,1,219.35000000000002,0
12800.0,2010-08-26,470,3,584.2499999999999,0
12801.0,2010-07-27,500,1,1071.82,0
12802.0,2011-06-06,186,7,2416.4200000000005,1
12803.0,2010-11-11,393,1,1092.81,0
12804.0,2010-08-31,465,2,327.02,0
12805.0,2010-11-23,381,4,1434.9500000000005,0
12806.0,2010-09-30,435,4,2878.959999999999,0
12807.0,2010-11-21,383,1,330.34999999999997,0
12808.0,2011-11-03,36,5,906.0999999999997,1
12809.0,2011-06-15,177,3,1755.9400000000003,1
12810.0,2010-06-23,534,2,534.99,0
12811.0,2011-03-24,260,5,1033.9,1
12812.0,2011-10-26,44,1,229.63999999999993,1
12813.0,2010-07-26,501,3,1687.8000000000009,0
12814.0,2011-08-30,101,1,125.92,1
12815.0,2011-07-15,147,2,1063.46,1
12816.0,2011-09-05,95,2,572.2,1
12817.0,2011-03-03,281,3,690.98,0
12818.0,2011-03-23,261,1,1542.08,0
12819.0,2010-09-07,458,1,540.5200000000001,0
12820.0,2011-12-06,3,11,2689.520000000002,1
12821.0,2011-05-09,214,2,220.79999999999998,1
12822.0,2011-09-30,70,2,948.8799999999999,1
12823.0,2011-09-26,74,18,6501.5,1
12824.0,2011-10-11,59,1,397.11999999999995,1
12825.0,2010-07-06,521,2,518.63,0
12826.0,2011-12-07,2,12,2955.7500000000036,1
12827.0,2011-12-04,5,3,430.15,1
12828.0,2011-12-07,2,6,1018.7100000000003,1
12829.0,2011-01-07,336,3,385.30000000000007,0
12830.0,2011-11-02,37,6,6814.640000000001,1
12831.0,2011-03-22,262,3,451.11,0
12832.0,2011-11-07,32,2,383.03000000000003,1
12833.0,2011-07-17,145,1,417.37999999999994,1
12834.0,2011-03-02,282,1,312.38,0
12835.0,2010-10-08,427,41,6043.309999999981,0
12836.0,2011-10-11,59,15,6585.619999999992,1
12837.0,2011-06-19,173,2,688.41,1
12838.0,2011-11-06,33,10,3398.4799999999996,1
12839.0,2011-12-07,2,26,10071.729999999992,1
12840.0,2011-07-19,143,7,4041.9700000000007,1
12841.0,2011-12-05,4,40,7540.679999999987,1
12842.0,2011-09-30,70,4,1917.9900000000002,1
12843.0,2011-10-05,65,30,6588.409999999996,1
12844.0,2011-11-10,29,4,648.6000000000001,1
12845.0,2011-03-17,267,4,354.09000000000003,0
12846.0,2010-01-26,682,1,15.58,0
12847.0,2011-11-17,22,2,1636.8999999999999,1
12848.0,2010-02-02,675,1,208.00000000000003,0
12849.0,2011-11-08,31,6,3090.5600000000004,1
12850.0,2010-09-20,445,1,330.0,0
12851.0,2011-09-04,96,2,284.13000000000005,1
12852.0,2011-02-18,294,1,311.54999999999995,0
12853.0,2011-07-28,134,11,3907.5000000000014,1
12854.0,2011-09-22,78,7,2994.019999999999,1
12855.0,2010-12-02,372,4,650.9400000000005,0
12856.0,2011-12-02,7,6,2179.9300000000007,1
12857.0,2011-05-13,210,6,3687.9999999999995,1
12858.0,2010-11-21,383,1,177.91999999999996,0
12859.0,2010-09-07,458,1,575.0999999999999,0
12860.0,2010-01-15,693,1,55.47,0
12861.0,2010-03-30,619,1,68.25,0
12862.0,2010-10-10,425,2,1008.3200000000004,0
12863.0,2011-10-18,52,6,2792.55,1
12864.0,2011-07-24,138,2,299.57,1
12865.0,2011-11-13,26,4,3323.470000000002,1
12866.0,2011-03-01,283,3,1227.35,0
12867.0,2011-11-13,26,13,7913.289999999989,1
12868.0,2011-06-07,185,8,2247.0600000000004,1
12869.0,2010-01-27,681,1,337.66999999999996,0
12870.0,2010-11-29,375,3,1676.9500000000007,0
12871.0,2011-09-16,84,3,744.0199999999998,1
12872.0,2011-01-17,326,12,3685.489999999996,0
12873.0,2011-03-02,282,3,2027.3000000000002,0
12874.0,2010-11-19,385,2,948.4199999999998,0
12875.0,2011-07-19,143,5,1356.99,1
12876.0,2011-10-13,57,4,4081.7900000000004,1
12877.0,2011-12-06,3,20,2955.1699999999983,1
12878.0,2011-04-17,236,2,854.9899999999999,1
12879.0,2011-10-26,44,3,573.22,1
12880.0,2010-11-23,381,2,640.1299999999998,0
12881.0,2011-03-09,275,1,298.0,0
12882.0,2011-11-30,9,2,1463.0399999999995,1
12883.0,2011-11-15,24,4,703.4700000000001,1
12884.0,2011-09-12,88,1,309.05000000000007,1
12885.0,2011-10-07,63,3,1175.2199999999996,1
12886.0,2011-10-03,67,2,1378.4,1
12887.0,2010-11-21,383,1,222.4,0
12888.0,2011-05-09,214,2,354.12,1
12889.0,2010-11-23,381,4,385.4600000000001,0
12890.0,2011-11-15,24,2,717.2699999999999,1
12891.0,2011-06-07,185,11,840.5,1
12892.0,2010-11-08,396,1,263.37999999999994,0
12893.0,2011-11-09,30,1,188.14,1
12894.0,2010-05-13,575,1,157.35,0
12895.0,2011-10-28,42,2,372.79999999999995,1
12897.0,2011-05-19,204,4,514.25,1
12898.0,2010-09-02,463,2,310.96000000000004,0
12899.0,2010-10-22,413,1,366.4,0
12900.0,2010-10-13,422,1,340.33000000000004,0
12901.0,2011-12-01,8,28,17654.539999999997,1
12902.0,2011-03-20,264,1,138.68,0
12903.0,2010-10-07,428,1,833.5300000000001,0
